Date,Charger Type,Charges per Day,Energy Delivered (kWh),Revenue per Session (₹),Avg Time per Charge (min),Charger Utilization Rate (%),Energy Source,% Renewable Energy Used,CO₂ Saved (kg),ICE Kilometers Avoided,Fuel Avoided (liters),Carbon Offset Potential (tonnes),Equivalent Trees Planted
11/2/2031,Level 1,49,685.62,31.01,22,88,Grid,0,468.55,2805.9,187.06,0.47,21.52
11/3/2031,Portable Gen,10,100.42,13.32,31,81,Solar,24,40.81,399.6,26.64,0.04,1.87
11/4/2031,Level 2,35,208.66,31.09,24,75,Grid,14,139.25,946.69,63.11,0.14,6.4
11/5/2031,Level 2,28,258.12,25.74,21,53,Grid,6,178.39,875.39,58.36,0.18,8.19
11/6/2031,Level 1,17,86.31,13.09,38,59,Grid,27,49.31,282.65,18.84,0.05,2.27
11/7/2031,DC Fast,15,129.19,35.51,44,80,Grid,26,67.51,599.82,39.99,0.07,3.1
11/8/2031,Portable Gen,5,56.77,26.45,54,68,Grid,28,28.19,230.15,15.34,0.03,1.29
11/9/2031,DC Fast,26,326.31,28.7,35,62,Grid,23,181.57,1628.45,108.56,0.18,8.34
11/10/2031,Level 2,48,561.25,21.02,32,55,Grid,14,330.5,2324.09,154.94,0.33,15.18
11/11/2031,Portable Gen,23,306.7,11.57,32,81,Grid,27,209.72,1458.78,97.25,0.21,9.63
11/12/2031,DC Fast,17,152.48,12.85,33,96,Grid,21,100.47,548.46,36.56,0.1,4.62
11/13/2031,DC Fast,21,162.69,11.19,48,73,Grid,20,69.5,675.05,45,0.07,3.19
11/14/2031,DC Fast,10,139.49,28.23,37,73,Grid,30,75.77,657.78,43.85,0.08,3.48
11/15/2031,Portable Gen,36,452.9,38.44,55,68,Grid,7,312.6,1700.97,113.4,0.31,14.36
11/16/2031,Level 2,25,220.78,35.24,41,79,Grid,21,94.82,685.87,45.72,0.09,4.36
11/17/2031,Wall Box,9,75.25,46.44,22,87,Solar,48,45.76,232.04,15.47,0.05,2.1
11/18/2031,Level 1,41,290.74,17.19,59,58,Solar,71,128.41,1317.62,87.84,0.13,5.9
11/19/2031,Portable Gen,17,118.45,38.09,49,91,Grid,11,73.96,470.14,31.34,0.07,3.4
11/20/2031,Level 1,10,61.73,17.57,47,96,Grid,20,42.67,287.62,19.17,0.04,1.96
11/21/2031,Portable Gen,36,514.16,32.41,47,84,Grid,6,338.35,1996.6,133.11,0.34,15.54
11/22/2031,Level 2,48,564.93,13.16,53,99,Grid,30,300.76,1967.6,131.17,0.3,13.82
11/23/2031,Wall Box,25,132.71,49.47,46,90,Grid,26,84.96,662.9,44.19,0.08,3.9
11/24/2031,Level 1,42,413.87,34.12,47,57,Grid,7,234.17,1368.73,91.25,0.23,10.76
11/25/2031,DC Fast,22,146.03,30.17,54,100,Grid,8,92.67,456.86,30.46,0.09,4.26
11/26/2031,DC Fast,11,139.18,17.39,38,57,Solar,14,68.74,692.89,46.19,0.07,3.16
11/27/2031,DC Fast,5,55.36,40.16,20,51,Grid,16,23.73,276.01,18.4,0.02,1.09
11/28/2031,Portable Gen,11,160.43,41.5,36,85,Grid,12,74.46,735.46,49.03,0.07,3.42
11/29/2031,Level 1,43,514.53,43.87,29,64,Solar,52,247.75,2300.37,153.36,0.25,11.38
11/30/2031,Level 2,16,234.3,23.85,33,58,Solar,21,108.34,810.44,54.03,0.11,4.98
12/1/2031,Wall Box,23,196.17,11.99,54,58,Grid,15,112.8,804.25,53.62,0.11,5.18
12/2/2031,Portable Gen,50,563.97,29.71,54,82,Grid,23,274.71,2489.22,165.95,0.27,12.62
12/3/2031,Level 1,12,113.61,25.08,44,60,Grid,5,56.17,448.16,29.88,0.06,2.58
12/4/2031,Portable Gen,42,440.93,35.25,30,89,Grid,17,288.63,1794.4,119.63,0.29,13.26
12/5/2031,Level 2,12,66.46,37.49,22,61,Grid,5,45.35,214.67,14.31,0.05,2.08
12/6/2031,Wall Box,50,541.42,34.93,57,52,Solar,66,347.73,1941.16,129.41,0.35,15.97
12/7/2031,DC Fast,15,208.09,17.37,33,78,Grid,5,97.94,671.41,44.76,0.1,4.5
12/8/2031,Wall Box,44,368.77,43.72,26,94,Grid,29,253.07,1370.34,91.36,0.25,11.62
12/9/2031,Portable Gen,16,227.23,46.01,31,88,Grid,7,107.55,1121.83,74.79,0.11,4.94
12/10/2031,Level 1,36,424.02,24.09,27,58,Grid,29,255.68,1596.42,106.43,0.26,11.74
12/11/2031,Level 1,19,151.14,32.95,24,59,Grid,2,74.07,664.33,44.29,0.07,3.4
12/12/2031,Level 1,34,472.39,11.12,56,100,Grid,14,191.09,2004.84,133.66,0.19,8.78
12/13/2031,DC Fast,33,375.4,47.6,41,97,Grid,5,239.18,1730.2,115.35,0.24,10.99
12/14/2031,Portable Gen,45,383.72,48.81,57,94,Grid,29,188.92,1266.09,84.41,0.19,8.68
12/15/2031,Level 2,36,264.52,22.75,60,71,Grid,0,170.17,867.27,57.82,0.17,7.82
12/16/2031,Level 1,14,115.13,22.17,41,84,Grid,11,71.08,441.3,29.42,0.07,3.27
12/17/2031,DC Fast,12,137.62,14.9,35,65,Solar,21,55.81,676.01,45.07,0.06,2.56
12/18/2031,Wall Box,36,454.6,45.61,47,65,Solar,87,278.48,2230.25,148.68,0.28,12.79
12/19/2031,Portable Gen,24,325.48,39.96,27,50,Solar,92,161.07,1019.63,67.98,0.16,7.4
12/20/2031,Portable Gen,30,442.18,39.4,30,85,Grid,14,309.52,1821.33,121.42,0.31,14.22
12/21/2031,Wall Box,42,543.03,13.46,40,77,Grid,12,240.16,2044.66,136.31,0.24,11.03
12/22/2031,Level 1,38,218.21,28.51,24,81,Grid,6,96.5,1066.87,71.12,0.1,4.43
12/23/2031,DC Fast,26,254.46,46.15,22,63,Solar,21,127.4,1064.53,70.97,0.13,5.85
12/24/2031,Wall Box,29,224.8,27.41,25,92,Grid,0,115.95,1001.43,66.76,0.12,5.33
12/25/2031,Wall Box,22,120.1,40.19,30,98,Grid,25,70.04,586.86,39.12,0.07,3.22
12/26/2031,Level 1,16,191.18,21.34,54,80,Solar,23,110.69,692.52,46.17,0.11,5.08
12/27/2031,Level 1,26,345.95,31.25,27,61,Grid,9,238.61,1474.91,98.33,0.24,10.96
12/28/2031,Level 1,5,52.14,30.25,41,64,Grid,1,32.47,218.79,14.59,0.03,1.49
12/29/2031,Portable Gen,22,123.03,43.68,42,51,Grid,1,77.19,574.92,38.33,0.08,3.55
12/30/2031,Wall Box,29,306,29.77,25,87,Grid,0,209.68,1455.4,97.03,0.21,9.63
12/31/2031,Level 2,6,49.38,27.13,25,60,Grid,8,34.2,151.15,10.08,0.03,1.57
1/1/2032,DC Fast,27,388.46,42.99,26,84,Grid,12,251.83,1810.7,120.71,0.25,11.57
1/2/2032,Level 2,15,164.09,25.01,50,54,Grid,28,80.13,659.03,43.94,0.08,3.68
1/3/2032,Portable Gen,37,522.71,39.64,25,83,Solar,91,359.57,2524.42,168.29,0.36,16.52
1/4/2032,DC Fast,48,466.7,11.84,43,80,Grid,1,205.06,1970.29,131.35,0.21,9.42
1/5/2032,Level 1,43,237.24,38.14,26,62,Grid,2,108.93,979.47,65.3,0.11,5
1/6/2032,Level 2,37,450.49,12.26,44,78,Grid,9,255.54,1631.16,108.74,0.26,11.74
1/7/2032,Portable Gen,46,682.4,33.1,20,76,Grid,13,377.3,2868.55,191.24,0.38,17.33
1/8/2032,Level 2,15,217.31,19.87,34,86,Grid,30,140.19,782.92,52.19,0.14,6.44
1/9/2032,DC Fast,39,421.07,20.02,33,90,Solar,78,251.66,1554.36,103.62,0.25,11.56
1/10/2032,DC Fast,30,181.3,41.03,51,54,Solar,62,97.86,690.8,46.05,0.1,4.5
1/11/2032,DC Fast,30,384.01,28.49,44,93,Grid,2,167.79,1523.55,101.57,0.17,7.71
1/12/2032,Wall Box,49,659.41,21.34,22,53,Grid,28,265.94,2100.41,140.03,0.27,12.22
1/13/2032,Level 2,13,117.65,39.26,29,56,Grid,5,47.62,442.44,29.5,0.05,2.19
1/14/2032,Portable Gen,43,488.26,33.41,51,55,Grid,13,310.54,2360.51,157.37,0.31,14.26
1/15/2032,Portable Gen,47,371.56,32.69,50,56,Grid,16,259.12,1762.65,117.51,0.26,11.9
1/16/2032,DC Fast,27,385.86,22.58,32,86,Solar,34,215.66,1843.67,122.91,0.22,9.91
1/17/2032,Wall Box,42,629.28,35.51,37,74,Grid,26,258.95,2394.68,159.65,0.26,11.89
1/18/2032,Wall Box,39,403.86,25.65,54,64,Grid,15,207.43,1637.46,109.16,0.21,9.53
1/19/2032,Level 2,22,251.91,15.37,21,63,Solar,52,135.71,1048.15,69.88,0.14,6.23
1/20/2032,DC Fast,39,317.15,25.92,20,98,Grid,21,145.96,979.14,65.28,0.15,6.7
1/21/2032,Wall Box,30,395.58,48.39,47,94,Grid,20,255.17,1362.56,90.84,0.26,11.72
1/22/2032,Level 1,8,98.29,12.84,32,57,Grid,1,40.29,443.68,29.58,0.04,1.85
1/23/2032,Wall Box,34,337.85,49.88,46,98,Grid,22,225.77,1527.39,101.83,0.23,10.37
1/24/2032,Level 2,7,37.23,47.14,53,98,Grid,16,17.85,154.42,10.29,0.02,0.82
1/25/2032,Wall Box,6,41.73,10.31,50,93,Grid,17,21.18,179.46,11.96,0.02,0.97
1/26/2032,Level 2,12,165.13,21.45,34,83,Grid,11,78.27,660.61,44.04,0.08,3.6
1/27/2032,Level 2,29,335.22,13.81,33,63,Grid,16,165.86,1418.41,94.56,0.17,7.62
1/28/2032,Level 1,18,247.31,38.67,49,58,Solar,64,161.54,920.15,61.34,0.16,7.42
1/29/2032,Level 1,21,195.83,10.23,27,96,Grid,26,118.78,651.31,43.42,0.12,5.46
1/30/2032,DC Fast,21,113.85,21.11,25,50,Solar,53,69.63,516.1,34.41,0.07,3.2
1/31/2032,DC Fast,19,215.19,39.54,47,61,Grid,30,92.36,1019.64,67.98,0.09,4.24
2/1/2032,Level 1,31,226.35,41.76,24,89,Grid,12,93.97,817.74,54.52,0.09,4.32
2/2/2032,DC Fast,43,642.43,33.93,58,63,Solar,43,381.44,2068.01,137.87,0.38,17.52
2/3/2032,Wall Box,22,235.77,19.8,26,99,Solar,54,125.42,943.38,62.89,0.13,5.76
2/4/2032,Wall Box,23,244.09,11.16,35,90,Grid,4,144.75,830.72,55.38,0.14,6.65
2/5/2032,Level 2,17,244.49,19.22,49,81,Grid,26,103.18,756.48,50.43,0.1,4.74
2/6/2032,Level 1,22,154.93,15.24,34,66,Solar,39,90.06,732.7,48.85,0.09,4.14
2/7/2032,Level 2,47,628.12,22.72,23,82,Grid,15,421.67,2316.23,154.42,0.42,19.37
2/8/2032,Level 2,11,94.44,20.15,32,96,Solar,48,64,360.61,24.04,0.06,2.94
2/9/2032,DC Fast,31,210.66,36.87,24,82,Solar,42,110.65,895.91,59.73,0.11,5.08
2/10/2032,Level 1,45,629.54,19.48,36,56,Grid,26,411.76,2136.47,142.43,0.41,18.91
2/11/2032,Wall Box,36,381.84,49.12,34,78,Grid,11,188.42,1257.53,83.84,0.19,8.66
2/12/2032,Level 1,5,64.87,41.05,22,50,Grid,25,43.67,286.71,19.11,0.04,2.01
2/13/2032,Level 2,31,186.74,41.38,31,70,Grid,4,124.81,687.09,45.81,0.12,5.73
2/14/2032,Wall Box,15,131.22,40.36,59,72,Grid,6,84.52,464.72,30.98,0.08,3.88
2/15/2032,Portable Gen,36,347.79,33.79,21,57,Grid,6,186.94,1551.84,103.46,0.19,8.59
2/16/2032,Level 1,11,142.32,13.07,38,57,Solar,16,91.14,531.37,35.42,0.09,4.19
2/17/2032,Wall Box,16,170.14,41.11,56,67,Grid,16,103.31,674.59,44.97,0.1,4.75
2/18/2032,DC Fast,8,58.82,22.01,49,60,Solar,62,33.25,222.91,14.86,0.03,1.53
2/19/2032,Level 2,35,295.11,39.33,46,61,Grid,27,172.38,1268.44,84.56,0.17,7.92
2/20/2032,Portable Gen,46,439.94,28.4,45,68,Grid,10,278.12,1786.81,119.12,0.28,12.78
2/21/2032,Portable Gen,43,283.66,23.92,46,78,Grid,21,172.91,1237.37,82.49,0.17,7.94
2/22/2032,Portable Gen,5,45.27,43.04,46,60,Grid,25,27.77,193.09,12.87,0.03,1.28
2/23/2032,Level 2,28,328.75,28.99,55,60,Solar,43,209.52,1265.81,84.39,0.21,9.62
2/24/2032,DC Fast,22,320.63,10.46,53,77,Solar,38,152.44,1389.39,92.63,0.15,7
2/25/2032,Level 2,24,297.69,41.85,39,50,Grid,18,164.43,1144.3,76.29,0.16,7.55
2/26/2032,Level 2,28,267.37,25.9,36,74,Solar,49,150.77,1074.65,71.64,0.15,6.93
2/27/2032,Wall Box,22,314.61,12.03,58,61,Grid,14,165.2,1043.1,69.54,0.17,7.59
2/28/2032,Portable Gen,39,528.38,17.37,45,92,Grid,3,281.41,2314.84,154.32,0.28,12.93
2/29/2032,Level 2,10,144.69,18.84,28,51,Grid,0,88.64,630.26,42.02,0.09,4.07
3/1/2032,DC Fast,32,167.11,37.37,51,97,Grid,14,77.06,561.74,37.45,0.08,3.54
3/2/2032,Level 2,48,434.05,48.19,49,81,Grid,26,190.62,1903.7,126.91,0.19,8.76
3/3/2032,Wall Box,48,672.76,19.28,55,89,Grid,19,332.66,2635.73,175.72,0.33,15.28
3/4/2032,Wall Box,28,182.82,29.09,33,61,Grid,15,102.53,568.02,37.87,0.1,4.71
3/5/2032,Level 1,20,235.64,46.67,45,91,Grid,21,159.35,1139.33,75.96,0.16,7.32
3/6/2032,DC Fast,13,160.55,14.35,40,86,Solar,60,96.11,536.06,35.74,0.1,4.41
3/7/2032,DC Fast,5,35.05,23.12,53,89,Grid,25,22.65,151.09,10.07,0.02,1.04
3/8/2032,Level 1,34,227.82,46.8,28,76,Grid,30,134.07,787.18,52.48,0.13,6.16
3/9/2032,Level 1,41,270.27,35.27,57,84,Grid,21,154.78,927.84,61.86,0.15,7.11
3/10/2032,Level 2,7,91.02,16.96,27,82,Solar,91,50.87,413.64,27.58,0.05,2.34
3/11/2032,Level 2,45,668.57,25,56,70,Grid,30,351.64,2660.89,177.39,0.35,16.15
3/12/2032,Level 1,10,137.73,44.09,46,79,Grid,3,84.07,446.48,29.77,0.08,3.86
3/13/2032,DC Fast,45,265.47,46.57,49,100,Solar,38,177.18,1268.44,84.56,0.18,8.14
3/14/2032,Wall Box,48,671.85,11.84,47,65,Grid,1,400.62,2069.72,137.98,0.4,18.4
3/15/2032,DC Fast,48,635.76,10.16,22,57,Solar,25,296.1,3022.84,201.52,0.3,13.6
3/16/2032,Level 1,31,273.87,16.05,40,80,Grid,14,191.29,854.31,56.95,0.19,8.79
3/17/2032,Portable Gen,30,184.74,31.08,24,76,Solar,11,85.79,920.63,61.38,0.09,3.94
3/18/2032,Portable Gen,29,304.47,40.68,41,61,Grid,8,153.05,1502.89,100.19,0.15,7.03
3/19/2032,Level 2,41,300.63,43.62,55,93,Grid,8,161.37,1051.15,70.08,0.16,7.41
3/20/2032,Level 1,11,118.46,33.67,23,93,Grid,0,65.83,466.27,31.08,0.07,3.02
3/21/2032,Portable Gen,16,131.05,39.94,47,72,Solar,86,82.2,596.17,39.74,0.08,3.78
3/22/2032,Wall Box,8,108.65,10.75,31,98,Grid,30,63.44,529.54,35.3,0.06,2.91
3/23/2032,Portable Gen,26,373.41,25.36,26,100,Solar,41,223,1396.74,93.12,0.22,10.24
3/24/2032,Level 1,29,346.81,33.74,34,89,Grid,10,168.78,1258.73,83.92,0.17,7.75
3/25/2032,DC Fast,50,556.87,16.25,41,67,Grid,27,234.4,1732.01,115.47,0.23,10.77
3/26/2032,DC Fast,50,583.64,29.15,38,72,Grid,2,335.25,2372.35,158.16,0.34,15.4
3/27/2032,Wall Box,11,110.96,37.4,33,75,Solar,96,69.12,385.57,25.7,0.07,3.18
3/28/2032,Wall Box,27,366.73,13.68,34,64,Solar,56,153.5,1539.6,102.64,0.15,7.05
3/29/2032,DC Fast,36,284.32,26.05,35,76,Grid,30,144.53,1400.26,93.35,0.14,6.64
3/30/2032,Level 1,34,226.55,10.46,48,81,Grid,30,122.54,1105.08,73.67,0.12,5.63
3/31/2032,Portable Gen,36,258.15,44.49,36,53,Solar,86,177.5,998.3,66.55,0.18,8.15
4/1/2032,Level 2,31,446.71,33.24,58,55,Solar,93,258.85,1790.26,119.35,0.26,11.89
4/2/2032,Wall Box,50,633.61,31.27,51,93,Solar,35,439.37,2141.56,142.77,0.44,20.18
4/3/2032,Wall Box,24,223.9,10.77,58,65,Solar,36,123.06,852.56,56.84,0.12,5.65
4/4/2032,Wall Box,40,431.21,37.88,28,71,Solar,61,247.33,1511.79,100.79,0.25,11.36
4/5/2032,Wall Box,7,94.39,20.72,46,77,Grid,14,45.52,422.39,28.16,0.05,2.09
4/6/2032,Level 2,20,252.66,33.96,49,99,Grid,7,129.78,1094.73,72.98,0.13,5.96
4/7/2032,Level 2,46,579.34,47.17,24,75,Solar,52,359,2201.28,146.75,0.36,16.49
4/8/2032,Wall Box,22,298.65,27.15,23,86,Grid,6,132.63,1000.53,66.7,0.13,6.09
4/9/2032,Level 1,17,223.56,35.64,30,77,Grid,6,127.47,712.83,47.52,0.13,5.86
4/10/2032,Level 1,10,143.37,22.66,39,85,Grid,6,76.97,496.85,33.12,0.08,3.54
4/11/2032,Level 1,49,542.32,19.24,51,83,Solar,70,301.49,2051.94,136.8,0.3,13.85
4/12/2032,Portable Gen,47,595.56,37.81,49,61,Grid,28,338.29,2712.63,180.84,0.34,15.54
4/13/2032,Level 2,32,234.63,42.83,36,61,Grid,28,136,1129.73,75.32,0.14,6.25
4/14/2032,DC Fast,31,279.71,28.86,31,85,Grid,21,150.11,1120.74,74.72,0.15,6.9
4/15/2032,DC Fast,27,329.95,24.44,27,73,Grid,12,149.04,1263.34,84.22,0.15,6.85
4/16/2032,Level 2,36,460.95,23.4,51,69,Grid,4,243.41,1864.39,124.29,0.24,11.18
4/17/2032,Level 2,29,203.52,46.56,36,72,Solar,45,110.91,766.53,51.1,0.11,5.09
4/18/2032,Wall Box,12,141.67,36.26,54,66,Solar,61,60.17,607.34,40.49,0.06,2.76
4/19/2032,Wall Box,43,317.49,46.75,50,60,Grid,27,170.56,1333.76,88.92,0.17,7.83
4/20/2032,Level 1,5,43.39,42.4,25,60,Solar,39,23.79,161.56,10.77,0.02,1.09
4/21/2032,Level 2,47,510.43,24.69,30,67,Grid,12,237.25,1634.99,109,0.24,10.9
4/22/2032,DC Fast,19,259.34,18.45,32,63,Solar,32,162.44,1206.13,80.41,0.16,7.46
4/23/2032,Wall Box,5,43.03,29.64,56,64,Solar,57,23.24,145.38,9.69,0.02,1.07
4/24/2032,Level 1,12,165.65,49.28,55,63,Grid,8,82.74,626.18,41.75,0.08,3.8
4/25/2032,Level 1,23,206.56,43.86,38,85,Grid,14,92.22,633.93,42.26,0.09,4.24
4/26/2032,Portable Gen,41,598.58,22.97,35,87,Solar,46,270.37,2872.25,191.48,0.27,12.42
4/27/2032,Portable Gen,38,390.71,41.76,43,84,Solar,75,195.7,1887.9,125.86,0.2,8.99
4/28/2032,DC Fast,39,209.41,44.07,54,99,Solar,67,144.12,867.4,57.83,0.14,6.62
4/29/2032,Wall Box,25,260.7,18.94,29,52,Grid,7,130.13,1092.55,72.84,0.13,5.98
4/30/2032,Level 2,11,145.97,26.5,49,58,Solar,12,66.3,600.23,40.02,0.07,3.05
5/1/2032,Level 1,18,129.22,32.35,53,81,Grid,18,83.31,425.49,28.37,0.08,3.83
5/2/2032,DC Fast,9,83.04,13.79,48,89,Solar,50,54.53,394.58,26.31,0.05,2.5
5/3/2032,DC Fast,35,222.58,28.21,37,70,Grid,30,141.3,862.02,57.47,0.14,6.49
5/4/2032,Level 1,48,687.2,43.4,33,56,Grid,5,378.41,3115.45,207.7,0.38,17.38
5/5/2032,Portable Gen,37,490.82,11.53,21,84,Grid,3,273.94,1880.85,125.39,0.27,12.58
5/6/2032,Wall Box,10,58,38.41,37,67,Grid,2,29.98,279.7,18.65,0.03,1.38
5/7/2032,Level 1,27,358.15,32.32,49,88,Solar,70,170.43,1529.21,101.95,0.17,7.83
5/8/2032,Level 1,15,101.51,33.48,47,71,Solar,62,70.41,376.92,25.13,0.07,3.23
5/9/2032,Portable Gen,46,677.49,45,37,99,Solar,86,333.13,2041.9,136.13,0.33,15.3
5/10/2032,Wall Box,20,150.38,41.67,40,76,Grid,12,68.58,660.55,44.04,0.07,3.15
5/11/2032,Portable Gen,7,37.09,10.04,49,82,Grid,25,17.88,161.28,10.75,0.02,0.82
5/12/2032,Portable Gen,50,640.66,16.82,24,92,Grid,25,359.56,1986.51,132.43,0.36,16.52
5/13/2032,Level 2,50,283.3,38.36,20,56,Grid,25,185.46,919.42,61.29,0.19,8.52
5/14/2032,DC Fast,20,145.29,26.33,28,51,Grid,26,66.79,689.66,45.98,0.07,3.07
5/15/2032,Wall Box,39,378.06,29.61,37,76,Grid,11,251.85,1431.1,95.41,0.25,11.57
5/16/2032,Level 2,17,107.44,44.86,46,92,Grid,26,62.7,496.55,33.1,0.06,2.88
5/17/2032,Level 1,35,183.73,41.69,25,82,Grid,14,126.75,676.09,45.07,0.13,5.82
5/18/2032,Level 1,23,194.75,47.66,34,96,Grid,8,105.02,944.16,62.94,0.11,4.82
5/19/2032,Wall Box,40,307.14,25.49,27,78,Grid,29,190.88,1118.75,74.58,0.19,8.77
5/20/2032,Level 1,18,207.57,45.21,56,71,Grid,19,141.46,1008.68,67.25,0.14,6.5
5/21/2032,Portable Gen,36,404.23,26.73,31,52,Grid,12,277.55,1523.34,101.56,0.28,12.75
5/22/2032,Level 2,35,244.11,46.04,55,58,Grid,23,108.51,1142.74,76.18,0.11,4.98
5/23/2032,Level 1,29,208.03,24.3,38,85,Solar,70,130.6,711.33,47.42,0.13,6
5/24/2032,Level 2,24,359.45,43.83,42,100,Grid,26,152.23,1213.91,80.93,0.15,6.99
5/25/2032,DC Fast,31,394.6,24.04,55,61,Solar,22,186.75,1435.49,95.7,0.19,8.58
5/26/2032,Level 1,20,205.35,48.21,41,78,Grid,9,128.63,795.48,53.03,0.13,5.91
5/27/2032,Wall Box,8,89.47,22.77,56,76,Grid,20,37.93,278.3,18.55,0.04,1.74
5/28/2032,Level 2,36,237.74,31.18,50,51,Solar,76,130.09,856.81,57.12,0.13,5.98
5/29/2032,Level 1,37,186.12,20.52,39,74,Solar,39,104.93,717.1,47.81,0.1,4.82
5/30/2032,Level 1,44,279.46,23.79,26,90,Grid,3,169.71,1075.46,71.7,0.17,7.8
5/31/2032,Level 2,12,153.99,10.71,33,60,Grid,3,94.74,639.29,42.62,0.09,4.35
6/1/2032,DC Fast,24,140.05,43.79,21,65,Grid,10,67.01,636.17,42.41,0.07,3.08
6/2/2032,Wall Box,31,344.67,48.13,20,63,Grid,9,203.07,1407.25,93.82,0.2,9.33
6/3/2032,Level 2,22,215.31,19.16,28,75,Grid,14,111.54,770.21,51.35,0.11,5.12
6/4/2032,Level 1,5,41.04,35.75,39,60,Grid,0,24.23,185.83,12.39,0.02,1.11
6/5/2032,DC Fast,32,428.13,44.36,41,62,Grid,21,294.58,1816.34,121.09,0.29,13.53
6/6/2032,Wall Box,42,592.14,40.61,52,100,Grid,9,356.11,2512.34,167.49,0.36,16.36
6/7/2032,Level 1,32,359.41,18.1,38,83,Grid,4,168.04,1638.18,109.21,0.17,7.72
6/8/2032,Level 1,15,110.36,49.49,42,83,Solar,90,67.32,366.59,24.44,0.07,3.09
6/9/2032,DC Fast,5,61.87,24.66,20,81,Grid,0,30.4,256.77,17.12,0.03,1.4
6/10/2032,Level 1,9,76.32,39.63,51,86,Grid,0,45.38,350.35,23.36,0.05,2.08
6/11/2032,Portable Gen,29,427.24,47.1,38,87,Grid,15,250.44,1622.04,108.14,0.25,11.5
6/12/2032,DC Fast,31,279.16,15.14,50,80,Solar,43,143.84,1053.1,70.21,0.14,6.61
6/13/2032,Portable Gen,47,666.71,26.02,37,52,Solar,92,391.61,3142.35,209.49,0.39,17.99
6/14/2032,Level 1,5,56.89,46.27,60,57,Grid,27,38.19,235.12,15.67,0.04,1.75
6/15/2032,Portable Gen,36,298.53,20.42,46,73,Grid,11,158.2,967.92,64.53,0.16,7.27
6/16/2032,Portable Gen,11,101.73,16.46,38,64,Grid,14,63.82,490.72,32.71,0.06,2.93
6/17/2032,DC Fast,7,49.03,21.14,35,79,Grid,14,26.74,185.53,12.37,0.03,1.23
6/18/2032,Portable Gen,6,80.52,37.53,53,74,Grid,12,33.75,243.02,16.2,0.03,1.55
6/19/2032,DC Fast,11,74.28,23.54,21,67,Grid,30,46.15,333.71,22.25,0.05,2.12
6/20/2032,Level 2,7,72.35,49,38,50,Grid,22,36.19,339.28,22.62,0.04,1.66
6/21/2032,Level 1,41,411.71,13.03,48,57,Grid,18,230,1526.78,101.79,0.23,10.56
6/22/2032,DC Fast,31,415.7,46.13,46,73,Grid,22,245.79,1516.63,101.11,0.25,11.29
6/23/2032,Portable Gen,29,147.41,20.26,40,69,Grid,12,99.67,716.94,47.8,0.1,4.58
6/24/2032,Wall Box,44,394.68,47.67,60,81,Grid,18,199.86,1492.43,99.5,0.2,9.18
6/25/2032,Portable Gen,18,168.93,37.85,41,64,Grid,20,89.3,563.4,37.56,0.09,4.1
6/26/2032,Level 1,18,268.35,49.7,27,74,Solar,11,171.08,830,55.33,0.17,7.86
6/27/2032,DC Fast,46,593.42,47.91,55,70,Grid,9,330.61,1830.43,122.03,0.33,15.19
6/28/2032,DC Fast,29,351.48,45.62,49,77,Grid,8,229.22,1244.75,82.98,0.23,10.53
6/29/2032,Level 1,7,44.45,44.19,35,90,Grid,30,30.42,212.81,14.19,0.03,1.4
6/30/2032,DC Fast,50,661.47,29.68,44,51,Grid,30,288.48,2206.57,147.1,0.29,13.25
7/1/2032,Wall Box,35,435.36,15.1,29,90,Grid,25,244.92,1363.12,90.87,0.24,11.25
7/2/2032,Level 1,11,145.42,48.31,38,95,Grid,10,87.18,663.89,44.26,0.09,4
7/3/2032,Wall Box,35,470.17,42.69,55,85,Solar,49,223.39,2289.62,152.64,0.22,10.26
7/4/2032,DC Fast,8,73.86,49.99,39,55,Grid,4,35.98,229.8,15.32,0.04,1.65
7/5/2032,DC Fast,45,550,17.35,48,75,Grid,17,263.16,2676.36,178.42,0.26,12.09
7/6/2032,DC Fast,32,318.34,36.66,51,65,Grid,0,191.63,1324.24,88.28,0.19,8.8
7/7/2032,Wall Box,6,57.09,12.18,32,96,Grid,12,25,202.34,13.49,0.03,1.15
7/8/2032,Level 2,28,176.57,12.22,36,50,Grid,30,93.09,805.49,53.7,0.09,4.28
7/9/2032,Level 1,5,25.53,35.41,59,76,Solar,88,16.49,80.18,5.35,0.02,0.76
7/10/2032,Level 1,33,177.46,23.31,29,88,Solar,20,109.93,680.84,45.39,0.11,5.05
7/11/2032,Wall Box,7,81.19,16.82,51,54,Grid,17,41.6,369.26,24.62,0.04,1.91
7/12/2032,Level 1,41,467.96,22.98,52,83,Solar,99,189.04,2220.03,148,0.19,8.68
7/13/2032,Portable Gen,41,561.13,26.12,20,87,Solar,32,327.02,2057.05,137.14,0.33,15.02
7/14/2032,Portable Gen,48,326.4,26.75,56,97,Solar,42,152.22,1040.99,69.4,0.15,6.99
7/15/2032,Level 2,18,121.39,44,25,53,Grid,30,60.05,554.81,36.99,0.06,2.76
7/16/2032,Portable Gen,41,612.68,47.82,28,90,Grid,9,267.47,2598.35,173.22,0.27,12.29
7/17/2032,Level 1,33,183.01,12.77,54,99,Grid,24,125.01,838.01,55.87,0.13,5.74
7/18/2032,Wall Box,30,219.49,47.47,44,67,Grid,25,147.57,750.52,50.03,0.15,6.78
